national_id,full_name,dob,nationality,is_blacklisted,past_default,credit_history_years
86847660987,Hoang Ngoc Yen,10/25/1997,Vietnam,1,1,1
91252392334,Kieu Quoc Nhat,5/14/1979,Vietnam,0,0,6
29053856032,Phan Duc Huong,9/7/1969,Vietnam,1,1,7
56203044901,Bui Huu Trung,12/3/1974,Vietnam,0,0,0
71655772545,Vu Tuyet Tai,1/12/1957,Vietnam,0,0,9
45735670847,Bui Thi Trung,3/6/1980,Vietnam,1,0,7
86301802437,Le Thanh Yen,8/30/1994,Vietnam,0,0,1
39028024024,Doan Ngoc Trung,1/1/1975,Vietnam,1,1,6
39196628365,Ho Quoc Binh,4/6/1991,Vietnam,0,0,0
32921715637,Dao Huu Linh,1/5/1999,Vietnam,1,0,1
35504683923,Phan Xuan Giang,12/28/1936,Vietnam,1,0,6
65959344142,Dao Dinh Thinh,11/10/2008,Vietnam,1,1,1
87740797628,Pham Thu Kien,12/20/2000,Vietnam,1,1,3
13881917350,Pham Gia Vy,7/11/2002,Vietnam,0,0,2
62891690333,Nguyen Thanh Linh,3/14/1962,Vietnam,0,0,2
56344196776,Trinh Dinh Khoa,5/7/1999,Vietnam,0,0,0
10158276681,Do Phuc Phong,8/9/2005,Vietnam,1,0,1
61151348999,Hoang Xuan Son,3/7/2003,Vietnam,1,0,1
74146767044,Vu Manh Linh,11/22/1953,Vietnam,0,0,0
73684191594,Ho Gia Trung,5/19/1974,Vietnam,1,0,6
94670799838,Dang Bao Vy,2/5/1983,Vietnam,1,0,4
20226674287,Dang Huy Hoa,7/5/1974,Vietnam,1,1,3
98499784718,Ho Quoc Yen,7/11/1989,Vietnam,0,0,0
46221426972,Lam Thuy Thang,8/27/1999,Vietnam,1,1,8
79969610900,Ngo Dinh Hoa,10/14/1959,Vietnam,1,1,11
82624499371,Ngo Ngoc Thang,3/20/1952,Vietnam,1,1,15
12259942558,Ngo Quang Toan,8/30/1930,Vietnam,1,1,5
71205460135,Phan Van Linh,3/16/1997,Vietnam,0,0,0
73259203610,Vo Phuc Linh,6/4/1935,Vietnam,0,0,1
76494240633,Phung Phuc Phuc,11/14/1981,Vietnam,1,1,11
59252487152,Duong Thu Thao,4/9/2001,Vietnam,0,0,0
34638692920,Kieu Duc Tu,6/21/1995,Vietnam,1,1,10
70841889010,Phan Thuy Tu,7/6/1979,Vietnam,1,1,3
75204981013,Dang Diem Nhat,2/14/1977,Vietnam,1,1,21
21477238660,Truong Dinh Tai,11/17/1961,Vietnam,1,1,2
41129310222,Ly My Nhat,12/22/2002,Vietnam,1,1,1
61401133684,Phan Quoc Khang,2/21/1956,Vietnam,0,0,0
19149596971,Kieu Xuan Thang,3/30/1993,Vietnam,0,0,0
14485141407,Pham My Vy,11/13/1996,Vietnam,1,0,3
82331128244,To Gia Dat,10/16/1969,Vietnam,0,0,0
40830212025,Bui Diem Binh,6/27/1960,Vietnam,0,0,0
81308408042,Vo Quoc Anh,10/12/2000,Vietnam,1,1,2
39045599361,Dang Tien Ha,8/20/1936,Vietnam,1,0,3
25073758502,Dao Thi Nghia,4/19/1978,Vietnam,0,0,26
89635790300,Vo Nhu Khang,9/4/1968,Vietnam,1,1,1
67189271778,Mac Minh Phuc,8/19/1989,Vietnam,0,0,0
66283496814,Mac Huy Yen,1/19/1950,Vietnam,1,0,13
14478976209,Bui Tien Giang,12/16/1984,Vietnam,0,0,1
99258783971,Dang Anh Trung,8/11/2008,Vietnam,1,1,1
79866569807,Huynh Tuyet Phuc,6/4/1978,Vietnam,0,0,1
86121434963,Duong Phuc Anh,12/28/1970,Vietnam,1,0,2
36689911106,Ngo Van Phuc,11/19/1970,Vietnam,1,0,7
42004882812,Do Thuy Anh,10/31/1971,Vietnam,0,0,19
51071922448,Lam Phuc Thinh,2/27/1977,Vietnam,1,1,5
93233068922,Vu Huu Dat,6/7/1952,Vietnam,0,0,16
12963397676,Phung Hoang Mai,12/28/1990,Vietnam,0,0,0
10637571188,Kieu Tuan Phuc,7/25/1965,Vietnam,1,1,5
89898348555,Chau Xuan Tu,10/24/1966,Vietnam,0,0,0
33751655757,Lam Tien Thao,10/27/1959,Vietnam,0,0,0
86909259046,Ly Nhu Phong,5/18/1963,Vietnam,1,1,3
40918070396,Phung Hoang My,6/26/1951,Vietnam,1,0,3
69508636990,Bui Thi Ha,1/18/1972,Vietnam,1,1,1
95552513430,Phan Minh Khoa,4/21/2004,Vietnam,1,1,1
54619385628,Le Thanh Dat,12/25/1986,Vietnam,1,1,3
62937355590,Vo Xuan Phuc,12/19/1940,Vietnam,1,1,2
70018393211,Pham Van Kien,7/5/1991,Vietnam,0,0,0
72612395146,Doan Phuc Thinh,7/13/1968,Vietnam,1,0,18
66905585174,Nguyen Quang Phong,12/24/1983,Vietnam,1,1,5
75396878135,Doan Thanh Dat,11/20/1967,Vietnam,1,0,6
95536951807,To Tien Hieu,4/16/1987,Vietnam,1,0,6
75358687858,Phung Anh Phong,11/6/2008,Vietnam,1,1,1
42658199950,Pham Manh Trung,5/22/1966,Vietnam,1,1,2
77154986835,Mac Huy Lan,9/6/1934,Vietnam,1,1,3
75258383869,Mac Tuan Ha,8/13/1995,Vietnam,0,0,1
61238583815,Duong Phuc Thinh,8/5/1957,Vietnam,0,0,0
49486122998,Kieu My Nam,9/29/1944,Vietnam,1,1,1
75412153601,Trinh Nhu Tu,4/23/1979,Vietnam,0,0,0
40065031514,Duong Huu Binh,3/16/1981,Vietnam,0,0,7
18017265334,Mai Phuong Thao,4/9/1966,Vietnam,0,0,9
33960052296,Nguyen Ngoc Khoa,12/15/1988,Vietnam,0,0,0
94512821402,Lam Huy Phong,2/26/1932,Vietnam,1,1,6
98411207563,Huynh Thi Phong,7/7/1981,Vietnam,1,1,1
19808020784,Bui Thuy Hieu,7/13/1984,Vietnam,1,0,2
14027231488,Duong Manh Thinh,2/14/2001,Vietnam,1,0,4
56390713963,Lam Bao Binh,8/6/1995,Vietnam,0,0,3
88172539603,Lam My Cuong,7/17/1982,Vietnam,0,0,1
34688203146,Phung Nhu Phong,5/28/1962,Vietnam,1,0,28
37005872900,Le Thu Trang,5/26/2000,Vietnam,1,1,2
36636597943,Pham Phuong Diep,1/1/1991,Vietnam,1,0,1
25326180217,Bui Phuong Nhan,8/23/1964,Vietnam,1,1,3
71002878879,Ly Tien Thang,6/5/2000,Vietnam,1,0,1
26122864287,Doan Dinh Kien,11/4/1979,Vietnam,1,1,4
46128356192,Mai Thanh Vy,12/8/2008,Vietnam,0,0,0
81854484352,Hoang Quoc Nam,4/4/1995,Vietnam,0,0,4
69059953370,Lam Thi Nam,11/7/1995,Vietnam,1,1,7
55129212474,Vo Quoc Nhan,1/31/1976,Vietnam,0,0,0
64988739985,Pham Thu Trung,9/13/1977,Vietnam,1,1,22
87466796394,Vu Huu Phong,12/15/1944,Vietnam,1,1,2
36317913578,Vo Quang Tai,12/31/2005,Vietnam,0,0,1
10364508647,Dinh Hoang Nhat,7/27/1976,Vietnam,1,1,1
44072853891,Lam Ngoc Thao,6/19/1967,Vietnam,0,0,3
87673659190,Trinh Diem Ha,2/23/1991,Vietnam,1,1,2
54442339774,Dang Tien Khang,7/18/1980,Vietnam,0,0,3
71582751659,Lam Quoc Cuong,12/24/2007,Vietnam,0,0,0
57488490039,Huynh Quang Loc,9/16/1981,Vietnam,0,0,0
77077449760,Trinh Minh Mai,2/7/1966,Vietnam,1,1,11
30284114998,Truong My Anh,9/19/1998,Vietnam,0,0,0
67496862286,Le Thu Trung,4/13/1990,Vietnam,1,1,4
39079691117,Hoang Quoc Lan,11/2/2000,Vietnam,1,1,4
89001411840,Ho Nhu Anh,11/21/1930,Vietnam,1,1,20
94387531333,Phan Tuan Thang,7/17/1954,Vietnam,1,1,11
51181081814,Nguyen Tuyet Mai,7/2/1981,Vietnam,1,0,3
71177996001,Mac Thi Thang,12/8/1965,Vietnam,1,0,22
62835708144,Phung Hoang Lan,6/4/1966,Vietnam,1,1,13
50434233484,Do Phuong Tu,5/12/1984,Vietnam,1,0,14
30527324127,Duong Huu Yen,8/23/1992,Vietnam,0,0,0
11352896325,Lam Thi Khoa,4/29/1971,Vietnam,0,0,3
52912830776,Dao Ngoc Kien,8/14/1977,Vietnam,1,1,11
88951728800,Phan Hoang My,7/21/1973,Vietnam,0,0,13
62152148442,Do Minh Yen,4/1/1969,Vietnam,0,0,0
14881919115,Trinh Thu Nghia,5/11/1948,Vietnam,0,0,0
67664596780,To Phuong Linh,2/25/1949,Vietnam,0,0,17
80608423782,Ly Nhu Phuc,2/21/1980,Vietnam,0,0,0
58185037871,Dinh Huu Ha,7/7/1966,Vietnam,0,0,0
40275355982,Tran Thanh Loc,1/25/1990,Vietnam,1,1,1
80116721754,Doan Thanh Tai,11/3/2007,Vietnam,1,1,1
56625606011,Phan Quang Binh,3/21/1969,Vietnam,0,0,0
20123154538,Mac Van Thang,10/13/1965,Vietnam,1,1,16
15726551393,To Bao Khang,6/27/1975,Vietnam,1,1,3
93226166119,To Huu Yen,1/29/1975,Vietnam,0,0,6
67247780244,Do Tien Anh,9/5/2002,Vietnam,0,0,1
51038858936,Ly Minh Ha,7/27/1982,Vietnam,0,0,10
43539699884,Bui Hoang Vy,7/8/1987,Vietnam,1,1,9
26526513909,Ly Gia Nam,7/3/1939,Vietnam,0,0,0
32795154864,Huynh Phuong Lan,10/25/1990,Vietnam,1,1,2
32296226398,To Ngoc Nhat,7/26/1930,Vietnam,0,0,3
79746746817,Huynh Gia Khoa,1/15/1991,Vietnam,0,0,0
32600713410,Hoang Huu Loc,11/23/2006,Vietnam,1,1,1
74063697293,Mai Phuong Thinh,7/17/2007,Vietnam,1,1,1
41169398485,Vo My Trung,12/20/1991,Vietnam,0,0,0
72870767999,Chau Nhu Dat,7/16/1995,Vietnam,1,1,2
34391112199,Ly Thu Vy,11/9/1971,Vietnam,1,1,7
28215378070,Doan Tuyet My,5/18/1977,Vietnam,1,1,2
83950313471,Vu Huu Vy,5/21/1979,Vietnam,0,0,3
36110146803,Mai Thu Thinh,4/2/1970,Vietnam,0,0,0
88128575671,Mai Quang Cuong,4/21/2002,Vietnam,1,0,3
80178594633,Duong Minh Diep,12/2/1939,Vietnam,0,0,11
17023303328,Hoang Phuc Nhan,5/4/1968,Vietnam,1,1,21
16464059314,Mai Huy Thao,9/13/1964,Vietnam,1,1,6
96801256726,Truong Anh Hieu,11/2/1975,Vietnam,0,0,1
16433635998,Dang Hoang Quy,4/20/2008,Vietnam,0,0,0
51606980418,To Xuan Anh,2/19/1994,Vietnam,1,0,4
72014457351,Ho Tuyet Ha,5/25/1983,Vietnam,1,1,1
54586648896,Dinh Xuan Binh,12/4/1986,Vietnam,1,0,1
94549085829,Lam Hoang Mai,7/13/1977,Vietnam,1,1,9
72163256355,Trinh My Linh,4/22/1997,Vietnam,0,0,1
66513256667,Chau Tien Nghia,1/2/2003,Vietnam,1,0,1
74474348308,Dao Gia Giang,3/3/2008,Vietnam,0,0,0
57717212152,Chau Manh Vy,9/23/1987,Vietnam,1,0,5
75724581050,Huynh Thi Mai,11/29/1973,Vietnam,1,1,18
43000238998,Vo Phuong Binh,3/18/1987,Vietnam,1,1,7
81557300821,Nguyen Quoc Khang,7/5/1995,Vietnam,0,0,0
58040385090,Phan Tuan Dung,12/23/1998,Vietnam,1,0,1
92178054023,Ngo Duc Quy,6/16/1980,Vietnam,1,1,13
61415328948,Mac Thu Tu,12/24/1984,Vietnam,0,0,3
74956908073,Vo Van Toan,10/8/1993,Vietnam,1,1,4
10906535935,Trinh Tuan Vy,12/7/1930,Vietnam,0,0,6
32193164991,Nguyen Quoc Giang,4/15/1976,Vietnam,1,1,26
18421599087,Ho Nhu Hieu,6/22/1991,Vietnam,0,0,8
78083907911,Phan Thuy Khoa,3/3/1963,Vietnam,0,0,0
69076005098,Trinh Gia Yen,5/24/1999,Vietnam,0,0,0
71393723992,Dinh Thu Trung,1/17/1994,Vietnam,1,1,2
91038365658,Duong Van Lan,4/15/1989,Vietnam,1,0,9
95520747499,Lam Quoc Huong,1/31/2001,Vietnam,1,1,2
39137513746,Huynh Minh My,12/16/1995,Vietnam,0,0,0
11165091223,Doan Xuan Khoa,11/13/1961,Vietnam,0,0,0
50654501554,Dang Ngoc Quy,12/31/2008,Vietnam,1,1,1
70813479947,Lam Minh Mai,11/25/1984,Vietnam,0,0,3
65860811505,Dang Anh Trang,8/20/1995,Vietnam,1,1,8
89524308698,Do Thuy Vy,4/11/1977,Vietnam,0,0,0
61474568982,Do Hoang Toan,5/8/1978,Vietnam,0,0,1
87731068127,Ho Phuc Giang,12/9/1982,Vietnam,0,0,2
82792119022,Phan Xuan Phuc,11/15/1964,Vietnam,0,0,0
17574717409,Trinh Anh Phuc,12/13/1993,Vietnam,0,0,5
10868109109,Duong Diem Dat,4/10/1961,Vietnam,1,0,6
82770208460,Bui Huu Diep,2/16/1970,Vietnam,0,0,0
63510491246,Nguyen My Diep,3/2/1972,Vietnam,0,0,0
32869090868,Ngo Quang Giang,8/23/2004,Vietnam,1,1,1
75415890757,Huynh Thi Anh,5/24/2003,Vietnam,1,1,4
34377564500,Bui Quoc Binh,7/28/1959,Vietnam,1,0,10
17176484338,Ho Van Trang,9/8/1965,Vietnam,0,0,0
87901236774,Pham My Diep,6/22/1970,Vietnam,1,1,1
60757132275,Chau Manh Thinh,2/12/2001,Vietnam,1,1,4
41146762070,Dinh Quang Hoa,4/11/1961,Vietnam,1,1,6
12497699007,Ho Quang Thinh,2/7/2002,Vietnam,1,0,3
11123942082,Duong Ngoc Linh,3/18/1950,Vietnam,1,0,16
83575552978,Pham Tuyet Dat,5/18/1990,Vietnam,1,0,8
78760816949,Doan Tuan Ha,10/13/1976,Vietnam,1,1,19
74287024068,Dinh Huy Nhan,3/21/1975,Vietnam,1,1,2
80570732674,Ly Duc Nghia,5/7/2007,Vietnam,0,0,0
52885459252,Mai Tuyet Nhat,2/23/1991,Vietnam,1,1,1
73270729528,Mai Van Hoa,9/2/1996,Vietnam,0,0,0
14891562971,Chau Thanh Dung,5/27/1973,Vietnam,0,0,0
18574479139,Trinh Minh Thinh,10/15/1999,Vietnam,1,1,5
23973483055,Lam Xuan Thao,1/4/1988,Vietnam,0,0,8
90112184843,Dao Thi Tu,8/22/1985,Vietnam,1,1,10
47903105994,Ngo Huu Thang,7/27/1970,Vietnam,1,0,13
27213406823,Nguyen Dinh Nam,4/7/1988,Vietnam,1,1,9
62358690765,Dao Gia Binh,12/25/1963,Vietnam,0,0,3
92085795134,Le Dinh Anh,9/11/1974,Vietnam,1,0,7
74003935398,Pham Diem Diep,8/8/1966,Vietnam,1,0,5
46943603669,Bui Quang Lan,4/15/1968,Vietnam,1,1,14
56170892829,Phung Tuyet Nhan,11/18/1991,Vietnam,0,0,0
98363509414,Phan Diem Nghia,4/27/1993,Vietnam,1,0,1
58837087379,To Tien Phuc,11/14/1945,Vietnam,0,0,0
97320301959,Dao Thuy Phong,11/13/1978,Vietnam,1,1,6
80326228709,Ly My Nhan,2/25/2002,Vietnam,1,0,2
27305419964,Phan Manh Lan,10/22/1963,Vietnam,1,1,6
97408605955,Le Gia Trang,10/16/1966,Vietnam,0,0,11
20283622654,Doan Huy Binh,4/22/1979,Vietnam,0,0,0
58173899904,Huynh Dinh Nhat,3/9/1970,Vietnam,1,0,1
25773921400,Dao Thanh Nghia,12/25/1979,Vietnam,1,1,1
28710463344,Huynh Ngoc Binh,10/20/1999,Vietnam,1,1,1
43520864130,Dao Manh My,6/23/1946,Vietnam,1,1,5
56230314762,Chau Hoang Loc,7/24/1938,Vietnam,1,1,17
10423061318,Bui Thuy Diep,4/13/1979,Vietnam,1,0,1
62565429988,Mac Bao Toan,8/18/1965,Vietnam,1,1,2
37322633187,Vo Tuyet Giang,2/9/1989,Vietnam,1,0,11
48410924790,Tran Thanh Tu,7/11/1994,Vietnam,1,1,1
93663448975,Truong Thu Cuong,11/27/1939,Vietnam,0,0,2
25802500291,Ho Thu Thang,3/10/1973,Vietnam,1,1,16
59291044003,Tran Thuy Mai,1/1/1999,Vietnam,1,0,8
40490676238,Pham Duc Mai,7/4/1949,Vietnam,1,1,26
12101817554,Ho Xuan Nghia,8/29/1980,Vietnam,1,1,7
93462477994,Lam Bao Hieu,2/11/1978,Vietnam,0,0,0
87415471243,Nguyen My Toan,5/2/1942,Vietnam,0,0,0
74842440835,Phung Manh Hieu,10/21/2008,Vietnam,1,1,1
79352989057,Ho Dinh Hieu,12/27/1950,Vietnam,1,0,12
15392489459,Vu Thanh Nhat,2/9/1983,Vietnam,1,1,3
78612141037,Huynh Duc Kien,3/26/1976,Vietnam,1,1,9
68380126589,Ngo Tuyet Trung,12/4/1983,Vietnam,0,0,0
44146855876,Bui Huu Phuc,3/5/2007,Vietnam,0,0,0
96191739595,Nguyen Thu Nam,3/17/1968,Vietnam,0,0,0
53613905155,Dao Bao Quy,9/3/1981,Vietnam,1,1,5
39725523028,Hoang Minh Thao,4/7/1940,Vietnam,1,0,10
54756714532,Lam Phuc Hoa,6/5/1985,Vietnam,0,0,0
41176789276,Le Dinh Nam,9/24/1966,Vietnam,1,1,16
33480474474,Bui Hoang Quy,7/17/1969,Vietnam,1,0,1
65089977778,Kieu Anh Binh,9/14/1954,Vietnam,1,1,7
72619284994,Le Ngoc Cuong,9/30/1964,Vietnam,1,0,3
72969937196,Truong Dinh Toan,6/11/1975,Vietnam,1,1,19
35657378259,Do Huu Nghia,5/28/1995,Vietnam,1,1,7
17072074433,Dinh Manh Giang,12/17/1990,Vietnam,1,1,3
48943617384,Mai Quang My,8/27/1993,Vietnam,0,0,0
41478405764,Truong Phuc Cuong,8/10/1984,Vietnam,1,1,9
71657220688,Truong Ngoc Tu,4/29/1953,Vietnam,0,0,8
32977066271,Huynh Thu Nam,5/17/1970,Vietnam,1,0,4
56931995364,Le Tuyet Dat,11/29/1986,Vietnam,0,0,5
55311204559,Ly Tuan Nghia,7/19/1980,Vietnam,0,0,15
68293048858,Mac Bao Cuong,12/2/1958,Vietnam,1,0,19
40830468869,Trinh Huu Khang,4/18/2004,Vietnam,0,0,0
70556453281,Vo Phuc Linh,7/25/1988,Vietnam,1,0,13
26245042380,Mai Bao Kien,6/2/1975,Vietnam,1,1,10
18143585282,Ly Diem Phong,12/17/2001,Vietnam,0,0,0
42502175121,Kieu Phuc Mai,5/31/1986,Vietnam,0,0,1
29425066099,Mai Thi My,1/4/1970,Vietnam,1,1,12
94251687898,Duong Tuyet Thang,10/19/1957,Vietnam,1,0,1
90915903863,Hoang Thanh Thao,6/16/2003,Vietnam,0,0,0
98826497372,Ngo Hoang Yen,12/13/2002,Vietnam,1,1,3
94370431343,Trinh Thuy Dung,9/3/1941,Vietnam,1,0,17
56885904151,Truong Tuan Toan,8/28/2006,Vietnam,0,0,0
68203782237,Trinh Duc Khoa,5/17/1959,Vietnam,1,0,23
32678643312,Ngo Van Cuong,3/11/1963,Vietnam,0,0,1
85222735468,Trinh Diem Phong,7/2/1979,Vietnam,0,0,0
83637142945,Le Thanh Cuong,11/1/1946,Vietnam,1,0,3
42685710186,Le Tien Binh,2/15/1985,Vietnam,0,0,0
11608766153,Ngo Dinh Nhan,9/19/1990,Vietnam,0,0,6
90964081646,To Diem Thao,3/28/2001,Vietnam,1,1,1
19138918245,Nguyen Ngoc Hoa,4/21/1967,Vietnam,1,0,13
72873574636,Ho Phuc Linh,3/17/1985,Vietnam,0,0,0
55882587293,Dang Thanh Phuc,9/23/2007,Vietnam,1,1,1
43458683143,Vo My Ha,8/11/2003,Vietnam,1,1,3
38016439921,Huynh Huu Son,1/31/1962,Vietnam,0,0,1
27813951181,Dang Thi Khang,2/5/2001,Vietnam,1,0,6
26469525942,Chau Huu Giang,10/20/1945,Vietnam,0,0,0
74880011205,Phung Manh Binh,12/12/1945,Vietnam,1,0,12
28238521098,Kieu Tien Huong,11/11/1977,Vietnam,0,0,9
68291893804,Hoang Huy Trang,4/8/1987,Vietnam,1,1,1
20065514680,Ho Hoang Nhan,3/17/1977,Vietnam,1,1,18
60853189402,Ngo Minh Dat,1/29/1961,Vietnam,1,1,1
11338639236,Hoang Bao Yen,12/8/1948,Vietnam,1,1,3
39825793396,Dang Thu Dat,7/6/1974,Vietnam,0,0,0
96016750209,Trinh Tuan Phong,4/2/1954,Vietnam,0,0,2
18152947580,Le Tuan Nam,9/3/1939,Vietnam,0,0,0
76998600487,Huynh Tuan Khang,9/28/1978,Vietnam,1,1,4
56840894819,Mai Hoang Thang,11/21/1983,Vietnam,0,0,13
49660597840,Do Manh Giang,8/11/1999,Vietnam,0,0,0
79060586963,Doan Phuong Giang,1/4/1972,Vietnam,0,0,22
61760218246,Phung Nhu Binh,2/23/1999,Vietnam,1,0,7
47206599377,Doan Quoc My,10/8/2004,Vietnam,1,0,2
38921693833,Huynh Nhu Khang,6/8/1949,Vietnam,0,0,0
97695182681,Dao Minh Mai,7/30/1969,Vietnam,1,1,26
52831446202,Vo Hoang Binh,6/1/1978,Vietnam,1,0,1
16585548948,Le Quang Nam,10/12/1939,Vietnam,1,1,6
69732514943,Ngo Thu Mai,1/18/1983,Vietnam,1,0,18
78558256491,Le Gia Anh,7/31/1980,Vietnam,1,1,19
44618351806,Kieu My Thinh,1/4/1974,Vietnam,1,1,6
24411584955,Tran Thanh Thang,8/29/1998,Vietnam,1,1,2
64564259897,Ly Tuan Phuc,3/28/1966,Vietnam,1,0,18
80172380811,Ly Manh Nhan,7/10/1994,Vietnam,0,0,0
96119202727,Dang Manh Diep,1/30/1989,Vietnam,1,1,7
42342783754,Phung My Dung,3/23/1967,Vietnam,1,0,2
52667545629,Vo Bao Mai,10/6/1950,Vietnam,0,0,0
93836104004,Duong Manh Yen,4/23/1973,Vietnam,1,0,12
31515042976,Trinh Thi Hoa,9/22/1993,Vietnam,0,0,12
74537159550,Bui Tuan Hieu,3/10/1977,Vietnam,1,1,9
32392488066,Mai My Giang,3/19/1938,Vietnam,0,0,9
81140616588,Truong Thanh Kien,4/9/1994,Vietnam,0,0,0
61884227285,Ho Ngoc Loc,9/8/2002,Vietnam,1,1,3
98291923993,Bui Phuong Thao,5/17/1972,Vietnam,0,0,1
86554053102,Dao Xuan Thang,12/15/1991,Vietnam,1,1,13
23976513879,Pham Diem Linh,12/19/1968,Vietnam,1,1,9
11245122929,To Gia Thao,4/18/1981,Vietnam,0,0,0
11729057799,Duong Diem Nhat,3/23/1982,Vietnam,0,0,1
76161660320,Pham Van Kien,3/3/1991,Vietnam,1,1,1
10734545998,Duong Hoang Phuc,12/16/1966,Vietnam,0,0,3
21967202165,Mai Bao Toan,9/8/1998,Vietnam,1,0,1
24875044538,Chau Anh Phuc,3/13/2000,Vietnam,0,0,0
19900992606,Hoang Phuong Nghia,10/24/1984,Vietnam,1,1,4
31922919460,Nguyen Van Yen,10/26/1934,Vietnam,0,0,6
33175441002,Mai Huy Thao,11/18/2003,Vietnam,1,1,1
47939710191,Mai Ngoc Trang,7/11/1987,Vietnam,0,0,0
10844659876,Lam Huy Linh,7/3/1950,Vietnam,1,0,3
24809241111,Ho Quang Dat,5/11/1940,Vietnam,1,0,15
81753774309,Ngo Van Phong,6/8/1982,Vietnam,1,0,16
54289186826,Mac Phuc Cuong,4/12/1939,Vietnam,1,1,2
86028136744,Chau Thi Trung,8/30/2004,Vietnam,1,0,3
42694401390,Tran Ngoc Hieu,1/12/1962,Vietnam,0,0,4
79686568408,Bui Anh Mai,4/13/1967,Vietnam,0,0,0
47707137749,Mac Hoang Trung,6/11/1983,Vietnam,1,1,21
14607410944,Pham Gia Diep,4/9/1975,Vietnam,1,1,7
78722266650,Lam Dinh Loc,3/8/1996,Vietnam,0,0,2
86661787273,Ngo Ngoc Hoa,6/9/1979,Vietnam,0,0,3
57561377546,Duong Quoc Huong,8/18/1971,Vietnam,1,0,8
90905993206,Truong Phuong Yen,9/18/1977,Vietnam,1,1,2
21271914536,Dinh Nhu Son,3/3/1998,Vietnam,0,0,5
98869341629,Vu Hoang Thinh,4/1/1973,Vietnam,0,0,17
23591296957,Lam Van Thao,12/18/2007,Vietnam,1,1,1
44874755948,Mac Thanh Yen,8/22/1985,Vietnam,0,0,18
68261894815,Tran Duc Khang,12/16/1971,Vietnam,1,1,8
65501624346,Ly Minh Binh,7/20/1989,Vietnam,1,1,1
64050282384,Le Tuan Mai,2/7/1983,Vietnam,1,0,23
95353594734,Dao Thanh Cuong,6/9/1987,Vietnam,0,0,8
98397779723,Vu Phuong Tai,10/13/1968,Vietnam,1,1,21
85367494486,Ngo Minh Dung,7/6/1999,Vietnam,0,0,1
27263975925,To Quang Khang,5/9/1996,Vietnam,1,1,7
98516359636,Bui Quang Vy,4/28/2000,Vietnam,0,0,0
19968841370,Kieu My Trang,12/10/2004,Vietnam,0,0,0
34991387959,Le Tuyet Giang,6/1/1974,Vietnam,1,1,20
57852967635,Trinh Phuc Thao,9/2/1975,Vietnam,1,1,4
61578317565,Truong Duc Khoa,12/9/1994,Vietnam,1,1,1
58630984254,Vo Phuc Kien,3/29/2004,Vietnam,1,0,3
52647777294,Vu Dinh Kien,1/21/1972,Vietnam,1,1,9
25158969207,Vu Thanh Dat,12/15/2002,Vietnam,0,0,1
77198757116,Mac Huu Dung,3/4/1999,Vietnam,1,1,6
75254372823,Truong Hoang Thinh,12/14/1943,Vietnam,1,0,13
33813870735,Huynh Tuan Nhan,6/12/1987,Vietnam,0,0,0
31945543019,Dao Hoang Nam,6/28/2007,Vietnam,1,1,1
38855543977,Le Quang Khoa,7/3/2001,Vietnam,1,1,2
92498769694,Duong Thu Linh,6/7/2002,Vietnam,0,0,1
96974577134,Do Diem Cuong,9/18/1987,Vietnam,0,0,8
76823288916,Mai Ngoc Nhan,3/25/1945,Vietnam,0,0,0
83594846392,Chau Bao Linh,12/25/1963,Vietnam,0,0,7
29046962686,Dao Hoang Son,10/31/1982,Vietnam,1,0,4
61747974170,Tran Thi Mai,10/25/1993,Vietnam,1,1,2
40609731616,Trinh Thu Quy,5/23/1970,Vietnam,1,1,6
26633468038,Mac Quoc Yen,8/28/1982,Vietnam,0,0,17
42053792331,Dao Huu Dung,5/2/1994,Vietnam,1,1,3
99039470132,Duong Duc Loc,5/24/2001,Vietnam,0,0,0
26284434980,Nguyen Thanh My,1/21/2006,Vietnam,0,0,1
50231557466,Truong Huu Ha,6/18/1988,Vietnam,1,1,17
47738631725,Ngo Nhu Nhat,10/8/1968,Vietnam,1,1,4
39150067476,Doan My Vy,6/17/1986,Vietnam,1,1,8
52164319446,Vu Thanh Kien,2/9/1991,Vietnam,1,0,2
22076062538,Huynh Diem Cuong,10/25/2007,Vietnam,1,1,1
30568608523,Ho Tuyet Tu,8/3/2008,Vietnam,0,0,0
52203076556,Truong Tien Son,6/23/2007,Vietnam,1,1,1
15880572767,Phan Van Hieu,6/8/1964,Vietnam,1,1,3
70497956580,Lam Gia Huong,9/29/1944,Vietnam,1,1,15
24573112513,Dang Van Nghia,5/19/1990,Vietnam,1,1,2
22339225269,Ly Gia Lan,8/26/1985,Vietnam,0,0,8
29405346494,Nguyen Tien Quy,11/27/1981,Vietnam,0,0,0
40822073704,Nguyen Duc Toan,8/27/2002,Vietnam,0,0,1
86575449409,Tran Tien Nam,2/1/1977,Vietnam,1,1,16
38476572793,Mai Ngoc Trung,2/23/1998,Vietnam,1,0,4
89383505170,Dang Thuy Ha,7/16/2005,Vietnam,1,1,2
89030977948,Pham Van Cuong,4/16/1997,Vietnam,1,0,7
11538043355,Pham Tuan Cuong,2/14/1982,Vietnam,0,0,0
26792979436,Doan Tien My,7/28/1970,Vietnam,0,0,0
32640857621,Dinh Tien Khoa,5/20/1996,Vietnam,1,1,8
59193632660,Chau Manh Thang,6/15/1992,Vietnam,1,1,2
